Date,Quarter,USCPI_UrbanB8284,USCPI_UrbanB67,USCPI_FoodBev,USCPI_Housing,USCPI_Transportation,US_Total_Employment,Federal funds effective rate,Prime Rate,13Mos_Libor_USD,Total Consumer Debt,Total Consumer Revolving Debt,Total Consumer Non-Revolving Debt,US GDP Y:     Gross domestic product,US GDP C: Personal consumption expenditures,US GDP C:   Goods,US GDP C:     Durable goods,US GDP C:     Nondurable goods,US GDP C:   Services,US GDP I: Gross private domestic investment,US GDP I:   Fixed investment,US GDP I:     Nonresidential,US GDP I:       Structures,US GDP I:       Equipment,US GDP I:       Intellectual property products,US GDP I:     Residential,US GDP I:   Change in private inventories,US GDP X: Net exports of goods and services,US GDP X:   Exports,US GDP X:     Goods,US GDP X:     Services,US GDP M:   Imports,US GDP M:     Goods,US GDP M:     Services,US GDP G: Government consumption expenditures and gross investment,US GDP G:   Federal,US GDP G:     National defense,US GDP G:     Nondefense,US GDP G:   State and local,US GDP Res: Residual,SP500,SP500 CHANGE,SP500 AVG DAILY CHANGE,SP500 DAILY GAP,SP500 DAILY NON-GAP CHANGE,SP500 AVG DAILY INTRA DAY VOLATILITY,SP500 QTRLY RETURN,SP500 QTRLY AVG VOLUME,US_HousingPrices_Base80,LoanDel_AllRE,LoanDel_AllCons,LoanDel_Leases,LoanDel_C&I,LoanDel_Agr,LoanDel_All,LoanChargOff_AllRE,LoanChargOff_AllCons,LoanChargOff_Leases,LoanChargOff_C&I,LoanChargOff_Agr,LoanChargOff_All,FX_USCAD,US_TotalReserves,US_MonetaryBase,Ttl_Loans_atFincos,Cons_Loans_atFincos,RE_Loans_atFincos,Biz_Loans_atFincos,All_Mtgs,Res_Mtgs,Murb_Mtgs,Ind_Mtgs,Farm_Mtgs,Ttl_ConsCrd,Ttl_Cons_Rvlving,Ttl_Cons_NonRvlving,Stud_Loans,Auto_Loans,Ttl_IndCapUtil,OECD_USBCI,OECD_USCLI,OECD_USCCI,US_NonfarmEmployees,US_CivilianLaborForce,US_LaborParticipation,US_Employed,US_Employment Ratio,US_FTEmployed,US_PTEmployed,US_UnemploymentLevel,US_UnemploymentRate,US_AverageWeeksUnempl,US_MedianWeeksUnempl,US_NewEntrantsUnempl,US_NotInLaborForce,US_NotInLaborForceSearching,US_NotInLaborForceDiscouraged,Weekly_Med_Earnings_CurDol,Weekly_Med_Earnings_CnstDol,LabProd_Q2Qchange,Unit Lab Cost Q2Q Chg,Real Hrly Comp Q2Q Chg,Nonfarm Lab Productivity Q2Q Chg,Nonfarm Unit Labor Cost Q2Q Change,Nonfarm Hourly Comp Q2Q Change,Import/Export Price All Commodities,Import/Export Price Index Fuels,Import/Export Price Index (ex fuels),Import/Export Price Index,Personal Saving % of Income,Personal Income Real (2012),Per Capita Personal Income (2012),US Population
12/31/1926,1926Q4,17.7,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/1927,1927Q1,17.3,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/1927,1927Q2,17.6,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/1927,1927Q3,17.3,51.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1927,1927Q4,17.3,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/1928,1928Q1,17.1,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/1928,1928Q2,17.1,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/1928,1928Q3,17.3,51.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1928,1928Q4,17.1,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/1929,1929Q1,17,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/1929,1929Q2,17.1,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/1929,1929Q3,17.3,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1929,1929Q4,17.2,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/1930,1930Q1,16.9,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/1930,1930Q2,16.8,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/1930,1930Q3,16.6,49.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1930,1930Q4,16.1,48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/1931,1931Q1,15.6,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/1931,1931Q2,15.1,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/1931,1931Q3,15,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1931,1931Q4,14.6,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/1932,1932Q1,14,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/1932,1932Q2,13.6,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/1932,1932Q3,13.4,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1932,1932Q4,13.1,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/1933,1933Q1,12.6,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/1933,1933Q2,12.7,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/1933,1933Q3,13.2,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1933,1933Q4,13.2,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/1934,1934Q1,13.3,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/1934,1934Q2,13.4,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/1934,1934Q3,13.6,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1934,1934Q4,13.4,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/1935,1935Q1,13.7,41,,,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/1935,1935Q2,13.7,41.1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/1935,1935Q3,13.7,41.1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1935,1935Q4,13.8,41.4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/1936,1936Q1,13.7,41,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/1936,1936Q2,13.8,41.4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/1936,1936Q3,14,42,,,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1936,1936Q4,14,41.9,,,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/1937,1937Q1,14.2,42.6,,,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/1937,1937Q2,14.4,43.1,,,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/1937,1937Q3,14.6,43.8,,,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1937,1937Q4,14.4,43.2,,,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/1938,1938Q1,14.1,42.2,,,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/1938,1938Q2,14.1,42.2,,,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/1938,1938Q3,14.1,42.2,,,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1938,1938Q4,14,42,,,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/1939,1939Q1,13.9,41.5,,,14.3,30280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3098,,,,30280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/1939,1939Q2,13.8,41.4,,,14.3,30502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4482,,,,30502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/1939,1939Q3,14.1,42.2,,,14.3,31032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2789,,,,31032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1939,1939Q4,14,41.8,,,14.3,31539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9988,,,,31539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/1940,1940Q1,14,41.9,,,14.3,31826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2789,,,,31826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/1940,1940Q2,14.1,42.1,,,14.1,31978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9711,,,,31978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/1940,1940Q3,14,42,,,14.2,32810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4141,,,,32810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1940,1940Q4,14.1,42.2,,,14.3,34172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1617,,,,34172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/1941,1941Q1,14.2,42.4,,,14.3,35094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8816,,,,35094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/1941,1941Q2,14.7,43.9,,,14.6,36651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5461,,,,36651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/1941,1941Q3,15.1,45.3,,,14.8,37835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8784,,,,37835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1941,1941Q4,15.5,46.3,,,15.4,38104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.266,,,,38104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/1942,1942Q1,16,47.9,,,16,38936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7644,,,,38936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/1942,1942Q2,16.3,48.8,,,16.1,40028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5152,,,,40028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/1942,1942Q3,16.5,49.4,,,16,41255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4843,,,,41255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1942,1942Q4,16.9,50.6,,,16,41915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5919,,,,41915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/1943,1943Q1,17.2,51.5,,,16,42553,,,,6234.21,,6234.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,938,938,,,,,,,,6099,,6099,,474,15.2841,,,,42553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/1943,1943Q2,17.5,52.4,,,15.9,42781,,,,5822.23,,5822.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821,821,,,,,,,,5893,,5893,,384,15.5886,,,,42781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/1943,1943Q3,17.4,52,,,15.9,42485,,,,5647.59,,5647.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766,766,,,,,,,,5619,,5619,,353,16.5854,,,,42485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1943,1943Q4,17.4,52.2,,,15.9,42746,,,,5462.52,,5462.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763,763,,,,,,,,5663,,5663,,339,16.7516,,,,42746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/1944,1944Q1,17.4,52,,,15.9,42292,,,,5370.36,,5370.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745,745,,,,,,,,5255,,5255,,324,17.333,,,,42292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/1944,1944Q2,17.6,52.6,,,15.9,41947,,,,5467.79,,5467.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756,756,,,,,,,,5530,,5530,,352,17.333,,,,41947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/1944,1944Q3,17.7,53.1,,,15.9,41672,,,,5549.23,,5549.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771,771,,,,,,,,5520,,5520,,380,17.0008,,,,41672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1944,1944Q4,17.8,53.3,,,15.9,41861,,,,5585.69,,5585.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799,799,,,,,,,,5787,,5787,,378,16.7516,,,,41861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/1945,1945Q1,17.8,53.2,,,15.9,41796,,,,5667.69,,5667.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776,776,,,,,,,,5550,,5550,,365,16.7792,,,,41796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/1945,1945Q2,18.1,54.2,,,15.9,41149,,,,5704.45,,5704.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,792,,,,,,,,5762,,5762,,372,15.8378,,,,41149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/1945,1945Q3,18.1,54.1,,,15.9,38500,,,,5758.27,,5758.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805,805,,,,,,,,5730,,5730,,389,12.3768,,,,38500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1945,1945Q4,18.2,54.5,,,15.9,39112,,,,6567.05,,6567.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910,910,,,,,,,,6800,,6800,,443,12.2383,,,,39112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/1946,1946Q1,18.3,54.7,,,16,40193,,,,7005.45,,7005.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,969,969,,,,,,,,6862,,6862,,512,12.3768,,,,40193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/1946,1946Q2,18.7,55.9,,,16.2,41733,,,,7702.21,,7702.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1110,1110,,,,,,,,7769,,7769,,649,12.4875,,,,41733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/1946,1946Q3,20.4,61.2,,,17.5,42909,,,,8599.6,,8599.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1263,1263,,,,,,,,8568,,8568,,789,13.4843,,,,42909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1946,1946Q4,21.5,64.4,,,17.9,43379,,,,9444.39,,9444.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1494,1494,,,,,,,,9777,,9777,,968,13.6781,,,,43379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/1947,1947Q1,21.9,65.7,,,18.1,43606,,,,10345.85,,10345.85,2033061,1274952,,,,,218091,,,,,,,,,97759,,,60271,,,524076,,,,,-28008,,,,,,,,,,,,,,,,,,,,,,,,,1670,1670,,,,,,,,10128,,10128,,1207,14.2873,,,,43606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/1947,1947Q2,22,66,,,18.3,43808,,,,11135.65,,11135.65,2027639,1296163,,,,,201386,,,,,,,,,96526,,,61432,,,523632,,,,,-24154,,,,,,,,,,,,,,,,,,,,,,,,,1903,1903,,,,,,,,11209,,11209,,1478,14.0381,,,,43808,,,,,,,,,,,,,,,,,1.8,10.2,6,9.5,,3.4,,,,,,,,
9/30/1947,1947Q3,23,68.9,,,18.7,44201,,,,11860.3,,11860.3,2023452,1300388,,,,,195461,,,,,,,,,91627,,,54482,,,523527,,,,,-15586,,,,,,,,,,,,,,,,,,,,,,,,,2072,2072,,,,,,,,11846,,11846,,1663,14.5919,,,,44201,,,,,,,,,,,,,,,,,-4,10.5,-2.7,-11.7,27.3,3.1,,,,,,,,
12/31/1947,1947Q4,23.4,70.2,,,19.2,44579,,,,12855.62,,12855.62,2055103,1300801,,,,,233284,,,,,,,,,81245,,,57419,,,519285,,,,,-19169,,,,,,,,,,,,,,,,,,,,,,,,,2359,2359,,,,,,,,13298,,13298,,1897,14.6195,,,,44579,,,,,,,,,,,,,,,,,5.4,9.6,3.3,17.9,-6.9,-1.8,,,,,,,,
3/31/1948,1948Q1,23.4,70.2,,,19.6,44681,,,,13921.24,,13921.24,2086017,1307283,,,,,257220,,,,,,,,,77539,,,64749,,,527020,,,,,-32899,,,,,,,,,,,,,,,,,,,,,,,,,2606,2606,,,,,,,,13613,,13613,,2210,14.6472,,,,44681,60070,58.5,57671,56.1,,,2399,4,8.7,,,,,,,,9.7,-3.8,-3,1.8,7.9,1,,,,,,,,
6/30/1948,1948Q2,24.1,72.2,,,19.9,45033,,,,14775.27,,14775.27,2120450,1322494,,,,,273138,,,,,,,,,70290,,,67316,,,545609,,,,,-51544,,,,,,,,,,,,,,,,,,,,,,,,,2862,2862,,,,,,,,14847,,14847,,2533,14.8964,,,,45033,60957,59.2,58743,57,,,2214,3.6,8.8,,,,,,,,8.4,-3.5,-1.8,-1,6.6,-0.9,,,,,,,,
